#Split in new
chr1	1563918	1569875	2.2309817237745895e-56	0.01029339488259568
#Split in new
chr1	1933859	1943142	0.24936283072579316	0.4288794908303
#Split in new
chr1	2104245	2107293	1.1789906042245935e-16	0.9983531085641061
#Split in new
chr1	2112598	2124564	0.006339446219275536	0.998428966377566
#Partially deleted in new
chr1	2435360	2436793	9.469925605732898	1.7890012686568915
#Split in new
chr1	2459149	2460143	0.09973781267706792	1.898774685197799
#Split in new
chr1	2555429	2569200	0.0020970934424160803	2.30656020968363
#Split in new
chr1	2650645	2792599	0.011413006477985871	2.3292209582579897
#Split in new
chr1	2975149	2978989	0.02087271648937303	3.0962686183279997
#Split in new
chr1	3164291	3167148	2.5441031669258568e-08	4.10338519450347
#Split in new
chr1	3325890	3326453	10.596753773641169	5.080144111696873
#Partially deleted in new
chr1	3402897	3403213	0.04905431470781632	5.963654903519632
#Split in new
chr1	3492142	3493967	0.0032942215104491907	6.3228245568305885
#Partially deleted in new
chr1	3658759	3659365	0.2299253257255559	6.941443483845435
#Split in new
chr1	3928848	3932817	0.0037499755820996896	9.166812691713483
#Split in new
chr1	4063426	4068463	0.4327742072296048	10.560853051799057
#Partially deleted in new
chr1	4099621	4100418	0.03444515749751216	10.865179225060647
#Partially deleted in new
chr1	4318160	4318563	0.00045959381594335217	11.325491418789461
#Split in new
chr1	4486123	4488232	8.278935305066824e-16	11.650988020674205
#Split in new
chr1	4648994	4650426	6.999705767119902e-07	11.864190830158057
#Partially deleted in new
chr1	5245887	5247016	0.9530827053519022	13.109512503943263
#Split in new
chr1	5476992	5479850	13.349094887198572	13.69061088003219
#Split in new
chr1	5743915	5744518	0.3813836913920717	14.828420103557033
#Split in new
chr1	6003595	6008757	0.018369681538247	15.167289488701508
#Split in new
chr1	7470281	7471278	2.0061453494006345e-06	17.20922037754238
#Partially deleted in new
chr1	7901741	7904010	0.017546324908588894	18.074891654072676
#Split in new
chr1	9462744	9465176	0.2597904588033006	19.9325607315124
#Split in new
chr1	10184216	10197109	0.5943214687178288	20.305042766062776
#Split in new
chr1	10451999	10462093	0.2723047975749498	20.415201461645623
#Split in new
chr1	10495200	10503552	0.8318453421104142	20.42370888103707
#Split in new
chr1	10920941	10924505	2.1168602321373263e-20	21.505743129720425
#Deleted in new
chr1	10924505	10926003	1.5247735437989545	21.508027240489035
#Partially deleted in new
chr1	10926003	10926251	0.01951539771774855	21.508032080307668
#Split in new
chr1	11456356	11458340	0.05037465355642293	22.022559893212808
#Partially deleted in new
chr1	11620226	11625020	0.000338055350020094	22.137540902847054
#Partially deleted in new
chr1	11695611	11695613	1.5761968579107095e-17	22.35312499004381
#Split in new
chr1	12915655	13106311	0.8690692875983445	24.00889142267823
#Split in new
chr1	13106865	13107502	0.05152807706715306	24.00906342646524
#Split in new
chr1	13107502	13108545	0.025393443593281	24.00908991182691
#Split in new
chr1	13108545	13109660	1.2968685375153468	24.010535920246237
#Split in new
chr1	13111025	13116758	0.35612846885466914	24.013786872427655
#Split in new
